"IDSTUD","IDCLASS","IDSCHOOL","BSBM19A","BSBM19B","BSBM19C","BSBM19D","BSBM19E","BSBM19F","BSBM19G","BSBM19H","BSBM19I","BSMMAT01","BSMMAT02","BSMMAT03","BSMMAT04","BSMMAT05","math_ss_average"
50010112,500101,5001,0.36453258914326,0.719121979860507,0.814373099429994,1.30811717437216,1.39868740424485,-0.211113869667431,0.616238268104127,0.676671177445271,0.633952339838491,-0.492850076631671,-0.566505573160765,-0.694943353459703,-0.845102782453343,-1.27981546856751,-0.800321073346987
50010113,500101,5001,0.36453258914326,-0.239204795537108,-0.205104358045456,0.278101524216033,-0.490066413818122,-1.22889370180226,0.616238268104127,-0.280834895510942,-1.11934721358661,-0.800043755525385,-0.289003634979453,0.239850711982953,-0.273416115543666,-0.484557924853553,-0.328813535883409
50010115,500101,5001,0.36453258914326,-1.19753157093472,NA,1.30811717437216,-0.490066413818122,-1.22889370180226,-1.30439623580272,-1.23834096846715,-1.11934721358661,-1.14760848355826,-0.833674962195638,-1.05555931984768,-1.39106970297027,-1.11452013675896,-1.14160139948266
50010116,500101,5001,0.36453258914326,0.719121979860507,0.814373099429994,0.278101524216033,NA,-0.211113869667431,0.616238268104127,0.676671177445271,-0.242697436874062,-0.179302316986277,-0.575857766481169,-0.242143025234602,-0.45255283157954,-0.316593361244024,-0.364287621385432
50010117,500101,5001,1.32519788924567,0.719121979860507,-0.205104358045456,0.278101524216033,0.454310495213366,-0.211113869667431,-0.344078983849294,-0.280834895510942,1.51060211655104,-1.42898763573138,-1.2668226997155,-1.57736937734952,-2.00531644503241,-1.41784240721071,-1.5858896838876
50010118,500101,5001,-0.596132710959149,-0.239204795537108,-0.205104358045456,0.278101524216033,0.454310495213366,-0.211113869667431,0.616238268104127,0.676671177445271,-0.242697436874062,-1.17568835407558,-0.711645294174195,-0.725047151575866,-1.13644589260511,-1.26880108711033,-1.03287157186039
50010119,500101,5001,0.36453258914326,0.719121979860507,0.814373099429994,0.278101524216033,0.454310495213366,0.806665962467395,0.616238268104127,-0.280834895510942,-0.242697436874062,-1.13893944359534,-1.70586874864042,-1.74941841312164,-0.900871498401024,-1.57594756049929,-1.45688348445708
50010120,500101,5001,-0.596132710959149,0.719121979860507,-0.205104358045456,-0.751914125940094,-0.490066413818122,-0.211113869667431,-0.344078983849294,-0.280834895510942,-0.242697436874062,-2.05888861328825,-2.53296522171074,-2.03164603483004,-2.44070208557915,-1.90351210571195,-2.25887023695182
50010121,500101,5001,0.36453258914326,-0.239204795537108,NA,0.278101524216033,0.454310495213366,0.806665962467395,0.616238268104127,1.63417725040148,0.633952339838491,-1.73345737501854,-2.11185297222639,-1.14299759208894,-1.54546253363595,-1.36017795277455,-1.62425850097335
50010122,500101,5001,-1.55679801106156,-1.19753157093472,-1.22458181552091,0.278101524216033,-1.43444332284961,-1.22889370180226,-1.30439623580272,-1.23834096846715,-1.11934721358661,-0.981120705822975,-0.802274058995458,-0.810861712144528,-1.09234683936214,-1.09580647010185,-0.98494191558948
50010123,500101,5001,0.36453258914326,1.67744875525812,0.814373099429994,0.278101524216033,1.39868740424485,0.806665962467395,1.57655552005755,1.63417725040148,1.51060211655104,-0.65641054491082,0.28857184972025,-0.442094412550061,-0.194394001679891,-0.119947589030388,-0.230265537245339
50010601,500106,5001,-0.596132710959149,-0.239204795537108,-1.22458181552091,-1.78192977609622,-0.490066413818122,-1.22889370180226,-0.344078983849294,-1.23834096846715,-1.11934721358661,-0.590867301944297,-1.15917263422798,-1.11133521447321,-1.4524192219041,-0.898210184328963,-1.0753075824729
50010602,500106,5001,0.36453258914326,0.719121979860507,-0.205104358045456,1.30811717437216,0.454310495213366,0.806665962467395,0.616238268104127,NA,0.633952339838491,-0.703109319947071,0.238785992223306,-0.68900004267043,-0.469306920003102,-0.568886593524188,-0.450977131551633
50010603,500106,5001,0.36453258914326,0.719121979860507,-0.205104358045456,-0.751914125940094,-0.490066413818122,-0.211113869667431,-0.344078983849294,0.676671177445271,-0.242697436874062,-0.0693570125261803,-0.377224314799983,-0.597939941467504,-0.207606605150772,-0.445717880575585,-0.350763216670464
50010604,500106,5001,-1.55679801106156,1.67744875525812,1.83385055690544,-1.78192977609622,-1.43444332284961,-1.22889370180226,-1.30439623580272,-1.23834096846715,-1.11934721358661,-0.870381021231625,-0.664375819851844,-0.907229981071171,-0.196037364989843,-0.0365017341183439,-0.549119567302991
50010605,500106,5001,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.684832495038728,-0.284779270905757,-0.106683657719564,-0.314319687987924,-0.769464595826091,-0.443795845382929
50010606,500106,5001,0.36453258914326,-0.239204795537108,-0.205104358045456,1.30811717437216,0.454310495213366,0.806665962467395,0.616238268104127,-0.280834895510942,-0.242697436874062,0.811949004850339,0.710824959016727,0.732327806461334,1.0133152485903,1.07308984962952,0.894504289787385
50010607,500106,5001,-1.55679801106156,1.67744875525812,1.83385055690544,-1.78192977609622,-1.43444332284961,-1.22889370180226,-1.30439623580272,-1.23834096846715,-1.11934721358661,-2.66083157151785,-1.87220434454471,-3.08172456843375,-2.00541311346241,-1.99104000786371,-2.39018640689521
50010609,500106,5001,-0.596132710959149,-0.239204795537108,-1.22458181552091,-0.751914125940094,-0.490066413818122,-0.211113869667431,0.616238268104127,-0.280834895510942,-1.11934721358661,-0.519913951499594,-0.973745362287132,-1.0328490671556,-0.836708062622485,-1.19868864525304,-0.941061143935557
50010610,500106,5001,-1.55679801106156,-1.19753157093472,-1.22458181552091,-0.751914125940094,-1.43444332284961,-0.211113869667431,-0.344078983849294,-0.280834895510942,-1.11934721358661,-0.378292886018027,-0.96435146734207,-0.78588863833196,-0.117068851528461,-0.834429867808293,-0.634754294044188
50010611,500106,5001,1.32519788924567,-0.239204795537108,0.814373099429994,0.278101524216033,0.454310495213366,1.82444579460222,-0.344078983849294,0.676671177445271,0.633952339838491,-1.06319207041092,-0.988684417851113,-1.91283357396302,-1.36374444724824,-1.85779823321709,-1.4820572410418
50010612,500106,5001,-1.55679801106156,-1.19753157093472,-1.22458181552091,-0.751914125940094,-1.43444332284961,-1.22889370180226,-1.30439623580272,-1.23834096846715,-1.11934721358661,-0.962964558406702,-1.05095156110409,-1.35357303885954,-0.644333924252364,-0.508994314166353,-0.930549668110814
50010613,500106,5001,NA,NA,NA,NA,NA,1.82444579460222,NA,NA,NA,-1.93863023809797,-1.55511622004012,-2.2156755284364,-1.44461765205148,-1.78892799912188,-1.84120656593754
50010616,500106,5001,-1.55679801106156,-1.19753157093472,-1.22458181552091,-1.78192977609622,-1.43444332284961,-1.22889370180226,-1.30439623580272,-1.23834096846715,-1.11934721358661,-0.762942202152759,-1.25161505207532,-1.61876243898931,-1.33533227130414,-1.4987752204483,-1.33426465190611
50010618,500106,5001,0.36453258914326,0.719121979860507,0.814373099429994,1.30811717437216,0.454310495213366,-0.211113869667431,-0.344078983849294,0.676671177445271,-0.242697436874062,-1.44406581355111,-0.681290082846743,-1.25395473712563,-1.21935309711395,-1.02277217589112,-1.15681044005803
50010619,500106,5001,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.61592315283443,-1.83674483335071,-2.02056803335483,-2.49842127220069,-1.7217961245686,-1.99793046606579
50010620,500106,5001,-0.596132710959149,0.719121979860507,0.814373099429994,-0.751914125940094,0.454310495213366,-0.211113869667431,-0.344078983849294,-0.280834895510942,-0.242697436874062,-0.102715856447635,-0.407575639578034,-0.826865647340808,-0.616828366787655,-0.708231170880204,-0.550317968669543
50010621,500106,5001,-1.55679801106156,1.67744875525812,1.83385055690544,-1.78192977609622,-1.43444332284961,-1.22889370180226,-1.30439623580272,-1.23834096846715,-1.11934721358661,-1.59378304768267,-0.731605246355407,-1.07580196083675,-0.667702135481756,-1.38511686684224,-1.12122079442423
50010622,500106,5001,-1.55679801106156,-1.19753157093472,-1.22458181552091,-1.78192977609622,-1.43444332284961,-1.22889370180226,-1.30439623580272,-1.23834096846715,-1.11934721358661,-1.81850566447713,-1.3257546583727,-2.1568034548867,-1.14686543541899,-1.22549087096386,-1.57918185704667
50010623,500106,5001,1.32519788924567,-1.19753157093472,-1.22458181552091,1.30811717437216,1.39868740424485,1.82444579460222,1.57655552005755,1.63417725040148,1.51060211655104,-0.178241720813724,0.0367796459129582,-0.216581778673569,0.125139166016955,-0.386842456402646,-0.127492871163569
50010624,500106,5001,-1.55679801106156,-1.19753157093472,-1.22458181552091,-1.78192977609622,-1.43444332284961,-1.22889370180226,-1.30439623580272,-1.23834096846715,-1.11934721358661,-1.98243723471686,-1.7049964809045,-2.10983355530943,-2.20670191642279,-2.00286030947874,-2.0612395633084
50010625,500106,5001,1.32519788924567,1.67744875525812,1.83385055690544,1.30811717437216,1.39868740424485,1.82444579460222,1.57655552005755,1.63417725040148,1.51060211655104,0.822598820200305,0.725855190928827,0.517985757773955,0.475389014117996,0.550068353239797,0.635645487536938
50010626,500106,5001,0.36453258914326,-0.239204795537108,-0.205104358045456,0.278101524216033,0.454310495213366,0.806665962467395,0.616238268104127,0.676671177445271,0.633952339838491,-0.351674696282171,-0.452301419838105,-0.56190327041031,-0.755151609110142,-0.63315000244956,-0.568224233734732
50010627,500106,5001,-1.55679801106156,-1.19753157093472,-1.22458181552091,-1.78192977609622,-1.43444332284961,-1.22889370180226,-1.30439623580272,-1.23834096846715,-1.11934721358661,-1.05654168426979,-0.851208552089743,-0.363592608460087,-1.43198766618404,-1.471924727287,-1.06588798344879
50010628,500106,5001,1.32519788924567,0.719121979860507,1.83385055690544,-0.751914125940094,1.39868740424485,0.806665962467395,1.57655552005755,0.676671177445271,1.51060211655104,-0.74317093961939,-0.873609257295036,-0.690729385367245,-0.790870229010828,-0.373074113918661,-0.714509115494601
50010629,500106,5001,0.36453258914326,NA,NA,NA,NA,NA,NA,NA,NA,-2.10809387370574,-1.98407352201214,-1.2149861788756,-1.41016875685807,-2.24012742473768,-1.8427881790542
50010631,500106,5001,-0.596132710959149,-0.239204795537108,-1.22458181552091,-0.751914125940094,-1.43444332284961,-0.211113869667431,0.616238268104127,-0.280834895510942,-0.242697436874062,-0.74568660118481,-0.709088469877451,-0.238694673310731,-0.664973207601931,-0.281035817023,-0.542408887125472
50010632,500106,5001,-0.596132710959149,-0.239204795537108,-0.205104358045456,0.278101524216033,-0.490066413818122,-1.22889370180226,-0.344078983849294,-1.23834096846715,-0.242697436874062,0.546385966425461,0.292508083928864,0.264349072457453,0.396300264734514,0.534229629660664,0.418313000316203
50020101,500201,5002,-0.596132710959149,-0.239204795537108,-0.205104358045456,-0.751914125940094,-1.43444332284961,-1.22889370180226,-1.30439623580272,-1.23834096846715,-1.11934721358661,-0.655483750307722,-0.94800306493164,-0.715626784780055,-1.14453100232954,-1.09866981645471,-0.940647539827556
50020102,500201,5002,0.36453258914326,1.67744875525812,0.814373099429994,1.30811717437216,1.39868740424485,-0.211113869667431,0.616238268104127,-0.280834895510942,-0.242697436874062,-0.84755931765428,-1.05622025150613,-1.1150287514523,-1.12866517894019,-0.938391478669983,-1.0480925229544
50020103,500201,5002,-0.596132710959149,-1.19753157093472,-0.205104358045456,-0.751914125940094,0.454310495213366,0.806665962467395,-1.30439623580272,-1.23834096846715,-1.11934721358661,-0.957727411330503,-0.772625569407806,-0.436471961215762,-1.20822673809887,-0.447876751996594,-0.786529406105035
50020104,500201,5002,-1.55679801106156,-1.19753157093472,-1.22458181552091,0.278101524216033,-1.43444332284961,-1.22889370180226,-1.30439623580272,-0.280834895510942,-1.11934721358661,-1.11374751030199,-1.06829218907251,-1.16851186833288,-1.86108057777744,-1.97101382176883,-1.48105308272503
50020105,500201,5002,-0.596132710959149,-1.19753157093472,-1.22458181552091,-0.751914125940094,-1.43444332284961,-1.22889370180226,-1.30439623580272,-1.23834096846715,-1.11934721358661,-2.17793818626135,-1.30072034325951,-1.09794616901864,-0.830599493806544,-1.08802914207617,-1.33356448201679
50020106,500201,5002,0.36453258914326,-1.19753157093472,-1.22458181552091,1.30811717437216,-1.43444332284961,0.806665962467395,-0.344078983849294,-0.280834895510942,1.51060211655104,0.00471773434023955,-0.410975950136757,-0.156814972772522,-0.601477274110784,-0.273102194395795,-0.297277638508513
50020107,500201,5002,-0.596132710959149,-1.19753157093472,-0.205104358045456,-0.751914125940094,-0.490066413818122,-1.22889370180226,-1.30439623580272,-0.280834895510942,-0.242697436874062,0.282219201794753,0.496639637468647,0.449779325297961,0.480489081977624,0.344392597738287,0.423378299627577
50020109,500201,5002,0.36453258914326,1.67744875525812,-1.22458181552091,1.30811717437216,0.454310495213366,-0.211113869667431,-0.344078983849294,1.63417725040148,1.51060211655104,0.157703077140728,-0.254468387249856,0.132973199931842,-0.285058456642488,-0.505793722510207,-0.15661867185081
50020110,500201,5002,-0.596132710959149,-0.239204795537108,-0.205104358045456,0.278101524216033,-0.490066413818122,-0.211113869667431,-0.344078983849294,-0.280834895510942,-0.242697436874062,-0.782040935744922,-0.602258571355509,-0.657993683816738,-0.341198204169382,-0.855388388812248,-0.666344729057033
50020111,500201,5002,-1.55679801106156,-1.19753157093472,-1.22458181552091,-1.78192977609622,-1.43444332284961,-1.22889370180226,-1.30439623580272,-1.23834096846715,-1.11934721358661,0.017706302960446,-0.367765188850102,-0.231037676597005,0.0552094114626591,-0.716565873036312,-0.256755892503109
50020112,500201,5002,1.32519788924567,1.67744875525812,1.83385055690544,-1.78192977609622,1.39868740424485,-1.22889370180226,-1.30439623580272,-1.23834096846715,-1.11934721358661,-0.0862599706017465,-0.101697584049588,0.289556893476994,0.452688305175997,0.408352611260706,0.199888506597716
50020113,500201,5002,0.36453258914326,1.67744875525812,0.814373099429994,0.278101524216033,0.454310495213366,0.806665962467395,0.616238268104127,0.676671177445271,0.633952339838491,-1.3405413839276,-1.52156017267592,-0.97376562717899,-1.041410397824,-1.15791758953128,-1.24180472243256
50020114,500201,5002,-0.596132710959149,-0.239204795537108,-0.205104358045456,0.278101524216033,-1.43444332284961,-1.22889370180226,-1.30439623580272,-1.23834096846715,-1.11934721358661,-0.714398907394686,-0.493453360360773,-0.699976275125266,-0.266498848049593,-1.26296385985352,-0.707789226821732
50020115,500201,5002,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.13414147296243,-0.494913652516943,-1.36612215066604,-0.595929111058386,-0.707671289349755,-0.884475134561379
50020116,500201,5002,-0.596132710959149,-1.19753157093472,-1.22458181552091,-1.78192977609622,-1.43444332284961,-1.22889370180226,-1.30439623580272,-1.23834096846715,-1.11934721358661,-1.88957841201611,-2.36302721467886,-1.59344241110116,-1.75015569211487,-1.68780110846278,-1.91107628379262
50020117,500201,5002,NA,0.719121979860507,NA,NA,NA,NA,NA,NA,NA,-1.01471300894217,-1.78714017308937,-1.05118888841007,-1.60448940322638,-1.4355677403582,-1.42064835788521
50020118,500201,5002,-1.55679801106156,-0.239204795537108,-0.205104358045456,-1.78192977609622,-1.43444332284961,-1.22889370180226,-1.30439623580272,-1.23834096846715,-1.11934721358661,0.178920228882776,0.0654489351352075,-0.712042845207514,0.120613998971325,-0.381459590925263,-0.15166754923529
50020119,500201,5002,0.36453258914326,-0.239204795537108,-0.205104358045456,0.278101524216033,0.454310495213366,-0.211113869667431,0.616238268104127,0.676671177445271,-0.242697436874062,-0.798515280659005,-0.408562613042238,-0.779812349356078,-0.738632569921977,-0.841294502225095,-0.734517511441724
50020120,500201,5002,-0.596132710959149,-0.239204795537108,-1.22458181552091,-0.751914125940094,-0.490066413818122,-0.211113869667431,-0.344078983849294,-0.280834895510942,-0.242697436874062,-0.520297964137926,0.46290501891574,0.550394128403578,0.270834236444473,0.194556954205177,0.200231577089934
50020121,500201,5002,-1.55679801106156,-1.19753157093472,-1.22458181552091,-1.78192977609622,-1.43444332284961,-1.22889370180226,-1.30439623580272,-1.23834096846715,-1.11934721358661,-1.3602091476393,-1.27655819084038,-1.46895927604096,-1.43083411044226,-1.25387913166512,-1.39850047828629
50020122,500201,5002,-1.55679801106156,-1.19753157093472,-1.22458181552091,-1.78192977609622,-1.43444332284961,-1.22889370180226,-1.30439623580272,-1.23834096846715,-1.11934721358661,-0.762703621363843,-0.870066720036596,-0.884231435010635,-1.01688852657189,-1.6227564354798,-1.06322422081531
50020123,500201,5002,-0.596132710959149,-0.239204795537108,-1.22458181552091,0.278101524216033,-0.490066413818122,-0.211113869667431,-0.344078983849294,0.676671177445271,-0.242697436874062,-0.181262072509545,-0.783205912339053,-0.349908798171148,-0.542693379107072,-0.572904806538291,-0.501388390854367
50020502,500205,5002,-0.596132710959149,-0.239204795537108,0.814373099429994,0.278101524216033,-0.490066413818122,-1.22889370180226,-1.30439623580272,0.676671177445271,0.633952339838491,-1.71633280142483,-1.60021615946148,-1.98640944433191,-1.23253170499888,-1.46420329338686,-1.64682348650245
50020503,500205,5002,-1.55679801106156,-1.19753157093472,-1.22458181552091,-1.78192977609622,-1.43444332284961,-1.22889370180226,-1.30439623580272,-1.23834096846715,-1.11934721358661,-0.890366003496747,-0.493493801482923,-0.601729924164352,-0.364822529383751,-0.459924913588839,-0.577330441290365
50020504,500205,5002,-1.55679801106156,-1.19753157093472,-1.22458181552091,-1.78192977609622,-1.43444332284961,-1.22889370180226,-1.30439623580272,-1.23834096846715,-1.11934721358661,-0.673681830751743,-1.25594634877849,-1.25087421497383,-0.779734797554094,-1.07260978115111,-1.03754170567065
50020505,500205,5002,0.36453258914326,1.67744875525812,0.814373099429994,0.278101524216033,0.454310495213366,0.806665962467395,0.616238268104127,0.676671177445271,0.633952339838491,-0.666677628020248,-0.929777144034707,-0.603051146994887,-0.549529620311924,-1.39720159468484,-0.854281342959326
50020506,500205,5002,0.36453258914326,-0.239204795537108,-0.205104358045456,-1.78192977609622,-0.490066413818122,1.82444579460222,-0.344078983849294,-0.280834895510942,0.633952339838491,-0.262023803554038,0.0630904298998117,-0.181734500423606,0.0553452895255356,0.0338893425666588,-0.0592518897112107
50020507,500205,5002,1.32519788924567,0.719121979860507,-1.22458181552091,0.278101524216033,-1.43444332284961,0.806665962467395,-0.344078983849294,1.63417725040148,-1.11934721358661,0.312262775728542,0.737133116956688,0.700134559883989,0.94146380490117,0.514590210019546,0.661571119928524
50020508,500205,5002,-1.55679801106156,-1.19753157093472,0.814373099429994,0.278101524216033,-1.43444332284961,-0.211113869667431,-0.344078983849294,-0.280834895510942,-1.11934721358661,-0.000638703130417261,-0.250224485387277,-0.00630631566146363,0.157402541301107,-0.196858219203835,-0.0610310747703391
50020510,500205,5002,0.36453258914326,0.719121979860507,0.814373099429994,1.30811717437216,1.39868740424485,0.806665962467395,1.57655552005755,0.676671177445271,1.51060211655104,-0.231658956473814,-0.231688375831362,-0.0491548308601896,0.394933871597241,0.247337306818804,0.0282503674423812
50020511,500205,5002,1.32519788924567,0.719121979860507,-0.205104358045456,1.30811717437216,1.39868740424485,-0.211113869667431,0.616238268104127,1.63417725040148,1.51060211655104,-0.243505730361376,-1.29445291470319,-1.08773033380827,-0.661451223184751,-0.760687233090674,-0.835474353028646
50020512,500205,5002,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.870324683728697,-0.640844653980123,-0.570552802113413,-0.823961803508613,-0.680061785306077,-0.737857514846329
50020515,500205,5002,0.36453258914326,-0.239204795537108,-0.205104358045456,0.278101524216033,0.454310495213366,-0.211113869667431,0.616238268104127,1.63417725040148,0.633952339838491,0.0731514753263244,-0.549663053766979,0.362604504346337,-0.556731574768124,-0.540262741695638,-0.250385905037317
50020516,500205,5002,0.36453258914326,-0.239204795537108,-0.205104358045456,0.278101524216033,-0.490066413818122,-0.211113869667431,0.616238268104127,0.676671177445271,-0.242697436874062,-1.21378755072923,-1.52172582371392,-1.57148608418764,-1.02731985313181,-1.73010867802449,-1.45541161671809
50020517,500205,5002,0.36453258914326,0.719121979860507,-1.22458181552091,-1.78192977609622,0.454310495213366,-1.22889370180226,-0.344078983849294,-0.280834895510942,1.51060211655104,0.291484800429777,0.449732662659386,0.061413608707948,0.0496429992460232,0.107967864412546,0.196948078396227
50020518,500205,5002,0.36453258914326,0.719121979860507,0.814373099429994,0.278101524216033,-1.43444332284961,0.806665962467395,-0.344078983849294,-0.280834895510942,0.633952339838491,-0.973725875064547,0.698563946074064,-0.273188526019203,-0.414916380938748,-0.481583939474612,-0.295735107456617
50020520,500205,5002,-0.596132710959149,-0.239204795537108,-0.205104358045456,0.278101524216033,-0.490066413818122,-0.211113869667431,0.616238268104127,0.676671177445271,0.633952339838491,-0.245827411661032,-0.624903078754332,-0.353649305467327,-0.521376061095324,-0.238016041379358,-0.408958378182608
50020521,500205,5002,1.32519788924567,0.719121979860507,-1.22458181552091,-0.751914125940094,0.454310495213366,1.82444579460222,1.57655552005755,-0.280834895510942,-1.11934721358661,1.39925818999448,1.05749644714603,1.35943863465877,1.29333741149572,0.918532876325468,1.2407648123091
50020522,500205,5002,-1.55679801106156,-1.19753157093472,-1.22458181552091,-1.78192977609622,-1.43444332284961,-1.22889370180226,-1.30439623580272,-1.23834096846715,-1.11934721358661,-1.28546848722028,-0.51472108389462,-1.04128858935207,-0.83907127725096,-0.767034925202446,-0.914620181663405
50030201,500302,5003,0.36453258914326,0.719121979860507,-0.205104358045456,-0.751914125940094,0.454310495213366,-0.211113869667431,0.616238268104127,-0.280834895510942,0.633952339838491,-0.266137401566154,-0.319777333139748,-0.73518345038263,-0.492694840329872,-0.520017784948626,-0.48169749345111
50030202,500302,5003,-0.596132710959149,0.719121979860507,-0.205104358045456,-0.751914125940094,-0.490066413818122,-0.211113869667431,-0.344078983849294,-0.280834895510942,-0.242697436874062,0.275255651693212,0.337707077839024,0.446856623411582,1.06176959523007,0.128307893410482,0.464440039582076
50030204,500302,5003,0.36453258914326,0.719121979860507,0.814373099429994,0.278101524216033,-0.490066413818122,-0.211113869667431,-0.344078983849294,-0.280834895510942,-0.242697436874062,-1.15066553999084,-1.28393507168799,-0.382017185042283,-1.37721170477096,-0.984512803668808,-1.06561989950673
50030205,500302,5003,0.36453258914326,0.719121979860507,-0.205104358045456,-0.751914125940094,-0.490066413818122,-0.211113869667431,-0.344078983849294,-0.280834895510942,-0.242697436874062,-0.192379979952971,-0.52357002158848,-0.370776144377534,-0.9606729668027,-0.371592344979241,-0.499522741050177
50030206,500302,5003,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.486229886538508,-0.705083223156494,-0.494781956637605,-0.945976445576845,-1.21835418364441,-0.794238386612848
50030207,500302,5003,-1.55679801106156,0.719121979860507,-1.22458181552091,-1.78192977609622,-1.43444332284961,-1.22889370180226,-1.30439623580272,-1.23834096846715,-1.11934721358661,-1.8047935644036,-1.06347717453168,-1.02367785179734,-1.16788357141815,-0.77352982259065,-1.19861171297704
50030208,500302,5003,-0.596132710959149,-0.239204795537108,0.814373099429994,0.278101524216033,0.454310495213366,-1.22889370180226,-1.30439623580272,-1.23834096846715,-1.11934721358661,0.731191221699042,0.725058553343416,0.390369806942254,0.481078164999256,1.16409039634008,0.71875712978487
50030210,500302,5003,1.32519788924567,-0.239204795537108,1.83385055690544,-1.78192977609622,1.39868740424485,1.82444579460222,1.57655552005755,1.63417725040148,1.51060211655104,0.879732517156792,0.821244243473677,1.0345059137865,1.38878700588365,1.21306200831665,1.10033004873535
50030211,500302,5003,-1.55679801106156,-1.19753157093472,1.83385055690544,-0.751914125940094,-1.43444332284961,-1.22889370180226,-1.30439623580272,-1.23834096846715,-1.11934721358661,-1.06439415053969,-1.04040504165682,-1.11908489927933,-0.818819918992644,-0.905305290598009,-1.01853344742965
50030212,500302,5003,-0.596132710959149,-1.19753157093472,0.814373099429994,0.278101524216033,-0.490066413818122,0.806665962467395,-0.344078983849294,-0.280834895510942,-1.11934721358661,-1.62803603606348,-1.2590128362562,-1.25623582448055,-1.05365621271397,-0.924035882205283,-1.25866480731488
50030213,500302,5003,0.36453258914326,1.67744875525812,NA,NA,NA,NA,NA,NA,NA,-1.84473055869065,-2.06871658058774,-1.31604041539223,-2.09616245310895,-2.21825234454981,-1.96545210296972
50030214,500302,5003,0.36453258914326,-0.239204795537108,-0.205104358045456,1.30811717437216,-0.490066413818122,-0.211113869667431,0.616238268104127,0.676671177445271,0.633952339838491,-0.482208050368283,-0.502656919427043,-1.15664612245082,-0.568761945239137,-0.613933706562559,-0.685586896049607
50030215,500302,5003,0.36453258914326,0.719121979860507,-0.205104358045456,0.278101524216033,0.454310495213366,-0.211113869667431,-0.344078983849294,-0.280834895510942,-0.242697436874062,0.504752551761404,0.959335549584852,0.745071166623625,1.01989673146237,0.611507489462685,0.791910411182216
